StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40,Q40_Themes
12/7/2023 18:35,12/7/2023 19:16,IP Address,100,2433,TRUE,12/7/2023 19:16,anonymous,EN,Yes,More than 10 times a month,2,3,1,1,4,Reporting and looking for not rare but potentially endangered specific for this habitat species.,Yes,More than 10 times a year,2,4,3,3,4,"Annoying that you reference cars all the time. I go by train, by bike, and walking. Or mostly a combination of those.",,,Yes,,,,,,,87,Zambia,Sao Tome and Principe,Brazil,Gabon,Japan,India,1,1,1,8,7,5,9,8,8,"Hopefully lack of potential hassles by police, military, immigration decision makers and other potentially corrupt officials - way more cumbersome than the ordinary criminals.","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",About equally alone and with a group,Very important,Extremely important,Slightly important,Not at all important,Not at all important,Slightly important,Slightly important,Not at all important,Slightly important,Moderately important,Not at all important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$200-$400,Slightly important,Moderately important,55-64,Male,,Germany,Master's degree,,Germany,White/Caucasian,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Besides birds, I am passionate about mammals, reptiles, amphibians, and on a local perspective (European) dragonflies & damselflies, grasshoppers and orchids - also a factor when deciding about the next destination.
If it is not clear from my answers, I do all trips from backpacking (with local transport and maybe a taxi for the last meters to the site), self driving hired cars, and joining tours provided by Rockjumper, FieldGuides, and the likes (or booking directly with their so called ""ground agents"".",birding secondary
12/7/2023 19:56,12/7/2023 20:20,IP Address,100,1461,TRUE,12/7/2023 20:20,anonymous,EN,Yes,6-10 times a month,2,1,5,3,4,growing my month list or observing nesting/fledgling activities,Yes,1-5 times a year,3,2,5,1,4,photography,,,Yes,,,,,,,15,Madagascar,Malaysia,Panama,Brazil,India,Papua New Guinea,1,3,2,5,9,4,8,7,6,photography - mammal diversity,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Very important,Moderately important,Moderately important,Very important,Not at all important,Extremely important,Moderately important,Slightly important,Slightly important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications,Bird Fairs",,$400-$600,Moderately important,Moderately important,55-64,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",Another factor not mentioned in your survey is availability to travel/duration of travel and seasonality to travel to a destination.  Group size is a factor that I consider.  Ease/access to destination (i.e. long travel times).,accessibility; time
12/7/2023 21:53,12/7/2023 21:59,IP Address,100,356,TRUE,12/7/2023 21:59,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2023 9:37,12/8/2023 9:56,IP Address,100,1101,TRUE,12/8/2023 9:56,anonymous,EN,Yes,Less than once a month,,,,,,Participating in fundraising birding events; just getting out in nature to see the birds,Yes,Less than once a year,5,2,5,1,4,I'm already in the area for other activities.,,,Yes,,,,,,,40,Indonesia,Spain,Colombia,Costa Rica,China,Australia,3,1,2,4,5,6,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Extremely important,Very important,Slightly important,Very important,Very important,Very important,Not at all important,Moderately important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications,Bird Fairs",,$400-$600,Extremely important,Extremely important,65 or above,Male,,United States of America,Master's degree,,United States of America,White/Caucasian,"Over $600,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/8/2023 9:52,12/8/2023 10:03,IP Address,100,644,TRUE,12/8/2023 10:03,anonymous,EN,Yes,More than 10 times a month,3,4,4,4,4,Enjoying the seasonal change in species; phenology of bird activity,Yes,1-5 times a year,1,1,4,1,2,"Ecological and ethical issues: I'd prefer to carpool in a hybrid vehicle when possible. Also, I don't want to stress rare birds if there's crowd.",,,Yes,,,,,,,30,Cuba,Portugal,Iceland,Ireland,Australia,Sweden,4,1,1,1,1,1,5,3,8,"Overall safety (crime, food poisoning, safe water); cost, timing (I work), ease of getting there (I travel by myself to most bird tour destinations)","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly alone, occasionally with a group",Very important,Extremely important,Very important,Moderately important,Very important,Very important,Extremely important,Not at all important,Slightly important,Very important,Very important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications",,$200-$400,Very important,Very important,65 or above,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","In two of your questions, it was not apparent if you wanted a forced-choice order (1-5 and 1-9, matching the number of choices in the question). So, I just entered a number if it was important (several items were a 1 for me, for instance). ",
12/8/2023 10:43,12/8/2023 10:50,IP Address,100,431,TRUE,12/8/2023 10:50,anonymous,EN,Yes,,2,1,5,4,3,,Yes,1-5 times a year,2,1,5,3,4,,,,Yes,,,,,,,,Colombia ,Peru,Mexico,Mexico,Peru,Argentina,3,4,1,2,6,8,9,5,7,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Extremely important,Extremely important,Very important,Moderately important,Extremely important,Moderately important,Extremely important,Not at all important,Not at all important,Moderately important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,More than $600,Very important,Very important,65 or above,Male,,Canada,Bachelor's degree/ Undergraduate degree,,Canada,White/Caucasian,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
12/8/2023 12:14,12/8/2023 12:32,IP Address,100,1104,TRUE,12/8/2023 12:32,anonymous,EN,Yes,1-5 times a month,4,1,3,2,5,ease of accessibility to site,Yes,1-5 times a year,4,2,3,1,5,,,,Yes,,,,,,,7,Russia,England,Brazil,South Africa,Australia,Cuba,3,4,2,1,7,5,8,6,9,"Observing Nature not just birds (e.g. butterflies, dragon/damselflies, flora)","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Very important,Very important,Very important,Very important,Extremely important,Very important,Extremely important,Slightly important,Moderately important,Very important,Very important,"Birdwatching tour company websites,Birdwatching magazines or publications",,$400-$600,Moderately important,Moderately important,55-64,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,,More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/8/2023 16:59,12/8/2023 17:12,IP Address,100,794,TRUE,12/8/2023 17:12,anonymous,EN,Yes,More than 10 times a month,4,4,1,2,4,Combining birding with daily exercise,Yes,6-10 times a year,3,1,4,1,2,,,,Yes,,,,,,,12,Colombia,Brazil,Guyana,Panama,Bolivia,Chile,1,2,3,1,1,1,7,6,8,Potential to add new countries to my life list,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Extremely important,Very important,Very important,Moderately important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Extremely important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$400-$600,Very important,Extremely important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$200,000-$400,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/8/2023 17:20,12/8/2023 17:52,IP Address,100,1917,TRUE,12/8/2023 17:52,anonymous,EN,Yes,More than 10 times a month,2,1,4,3,5,"Difficult terrain such ad steep mountains or hardwood bottom lands, making walking physically hazardous ",Yes,6-10 times a year,3,2,4,1,5,"Difficult terrain that makes walking physically hazardous, such as steep mountains and hardwood bottomlands",,,Yes,,,,,,,12,Jamaica,Costa Rica,Ecuador ,Vietnam,Guyana,Antarctica,1,2,3,5,6,4,8,7,9,"Too old to feel comfortable being independent travelers to non-English speaking countries, dealing with all necessary details","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Extremely important,Very important,Very important,Moderately important,Extremely important,Extremely important,Very important,Slightly important,Moderately important,Very important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Very important,Very important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",Enjoyment of seeing bird species on a regular basis (daily or weekly) in well known habitats as well as seeing new bird species in habitats I have never seen before and likely will see only once in my lifetime.,
12/8/2023 20:12,12/8/2023 20:40,IP Address,100,1711,TRUE,12/8/2023 20:40,anonymous,EN,Yes,More than 10 times a month,3,1,4,2,5,enjoyment of looking at birds regardless of where they are,Yes,6-10 times a year,2,3,4,1,5,,,,Yes,,,,,,,13,Jamaica,Costa Rica,Ecuador ,Antarctica,Madagascar,Guyana,3,6,4,2,3,1,8,7,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Very important,Very important,Moderately important,Very important,Extremely important,Very important,Moderately important,Very important,Very important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Very important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/9/2023 6:02,12/9/2023 6:17,IP Address,100,891,TRUE,12/9/2023 6:17,anonymous,EN,Yes,More than 10 times a month,1,5,4,1,4,,Yes,6-10 times a year,1,5,5,1,3,,,,Yes,,,,,,,6,Brazil,Peru,Cuba,Japan,Taiwan,,1,1,1,1,1,1,5,3,2,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide",Always with a group,Extremely important,Extremely important,Very important,Moderately important,Extremely important,Very important,Extremely important,Moderately important,Very important,Very important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Moderately important,Moderately important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/9/2023 16:51,12/9/2023 16:59,IP Address,100,517,TRUE,12/9/2023 16:59,anonymous,EN,Yes,1-5 times a month,2,3,1,4,5,,Yes,1-5 times a year,3,4,1,5,2,,,,Yes,,,,,,,12,Botswana,Namibia,Ecuador,Brazil,Brazil,Australia,5,1,2,3,4,6,8,7,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Extremely important,Slightly important,Not at all important,Slightly important,Very important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Moderately important,Moderately important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"Over $600,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I live in New York City. I love it, but also love going to very remote locations that not a lot of other people go to. Birding gives me the chance to see places like Guyana, Borneo, Namibia, which are not on the usual tourist rota.",
12/9/2023 17:59,12/9/2023 18:11,IP Address,100,690,TRUE,12/9/2023 18:11,anonymous,EN,Yes,More than 10 times a month,3,4,1,2,5,"documenting species for landowners, managing agencies, etc for land protection",Yes,6-10 times a year,3,2,5,1,4,,,,Yes,,,,,,,25,Colombia,Mexico,Guatemala,Trinidad,Ecuador,Brazil,2,3,1,4,6,5,10,9,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Very important,Moderately important,Very important,Very important,Very important,Very important,Not at all important,Moderately important,Moderately important,Slightly important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications,Bird Fairs",,$200-$400,Very important,Very important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","Some of my out of state and out of country trips are determined by where my local Audubon chapter decides to plan trips. I help organize some of them, so go with the group whether it's to my first choice or not. ",
12/9/2023 18:36,12/9/2023 18:47,IP Address,100,654,TRUE,12/9/2023 18:47,anonymous,EN,Yes,1-5 times a month,3,4,2,1,2,,Yes,6-10 times a year,2,3,3,2,2,,,,Yes,,,,,,,12,Africa,Bolivia,Panama,Australia,,,1,2,1,1,2,2,3,2,7,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Extremely important,Moderately important,Very important,Very important,Very important,Very important,Not at all important,Slightly important,Moderately important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$100-$200,Slightly important,Moderately important,55-64,Female,,United States of America,High school or equivalent,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/9/2023 22:13,12/9/2023 22:21,IP Address,100,472,TRUE,12/9/2023 22:21,anonymous,EN,Yes,Less than once a month,5,4,3,1,2,,Yes,1-5 times a year,4,5,3,1,2,Just seeing new areas,,,Yes,,,,,,,3,Canda,Suriname,Mexico,Costa Rica,Australia,France,1,5,9,4,8,2,6,3,7,,Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Always with a group,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Very important,Very important,"Online search engines,Birdwatching tour company websites",,$200-$400,Extremely important,Extremely important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/10/2023 22:17,12/10/2023 22:32,IP Address,100,928,TRUE,12/10/2023 22:32,anonymous,EN,Yes,6-10 times a month,5,5,1,3,5,,Yes,6-10 times a year,5,5,1,3,2,,,,Yes,,,,,,,14,Thailand,Argentina,Brazil,Mexico,South Africa,Ecuador,3,2,1,5,4,8,9,6,7,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Very important,Moderately important,Very important,Extremely important,Extremely important,Extremely important,Not at all important,Moderately important,Moderately important,Very important,"Online search engines,Birdwatching tour company websites,Birdwatching magazines or publications",,$200-$400,Moderately important,Moderately important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/11/2023 10:30,12/11/2023 10:42,IP Address,100,718,TRUE,12/11/2023 10:42,anonymous,EN,Yes,More than 10 times a month,1,3,4,5,2,Exercise !,Yes,6-10 times a year,1,2,5,4,3,,,,Yes,,,,,,,100,Peru,Uganda,Borneo,Colombia,Socotra ,New Guinea,5,2,1,3,4,7,8,6,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Extremely important,Slightly important,Moderately important,Extremely important,Very important,Extremely important,Moderately important,Slightly important,Slightly important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications,Bird Fairs",,$200-$400,Very important,Moderately important,65 or above,Male,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree/ Undergraduate degree,,United Kingdom of Great Britain and Northern Ireland,White/Caucasian,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
12/11/2023 23:33,12/11/2023 23:50,IP Address,100,967,TRUE,12/11/2023 23:50,anonymous,EN,Yes,1-5 times a month,2,3,1,,,"weather, distance",Yes,Less than once a year,2,1,,,,,,,Yes,,,,,,,30,Malaysia,Taiwan,Ghana,Dominican Republic,Jamaica,Morocco,4,3,2,1,8,7,9,5,6,"ease of travel, cost","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Very important,Extremely important,Very important,Moderately important,Extremely important,Very important,Extremely important,Moderately important,Moderately important,,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Moderately important,Moderately important,65 or above,Male,,Canada,Bachelor's degree/ Undergraduate degree,,Canada,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","It would have been nice to know why you are doing this, how the data will be used and by whom. Just a brief summary.
Maybe you'd get more participation if you do that. ",
12/12/2023 2:13,12/12/2023 2:27,IP Address,100,834,TRUE,12/12/2023 2:27,anonymous,EN,Yes,1-5 times a month,2,5,1,3,4,,Yes,More than 10 times a year,3,5,1,2,4,,,,No,"Cost,Accessibility",,Yes,Colombia ,Malaysia ,Australia ,4,Romania,United Kingdom ,Thailand,Poland,Sri Lanka,Nepal,1,2,9,8,7,3,4,5,6,,,,,,,,,,,,,,,,,,,,35-44,Male,,India,Doctorate (PhD) or higher,,India,South Asian,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Bird watching in developing countries is not fully developed, however interest in it is increasing among youngsters.",
12/13/2023 5:59,12/13/2023 6:13,IP Address,100,810,TRUE,12/13/2023 6:13,anonymous,EN,Yes,Less than once a month,,,2,1,,"enjoying outdoor scenery, seeing old favorites",Yes,Less than once a year,3,2,,1,,other touristic interest in area,,,Yes,,,,,,,10,Portugal ,British Virgin Islands,Botswana ,Colombia ,Panama ,Costa Rica,3,,,,,,2,,1,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always alone,Very important,Moderately important,Slightly important,Very important,Not at all important,Moderately important,Moderately important,Very important,Slightly important,Extremely important,Moderately important,Online search engines,,$50-$100,Extremely important,Extremely important,45-54,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,,"$100,000 - $200,000",6-10 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",,
12/6/2023 8:42,12/6/2023 8:43,IP Address,6,21,FALSE,12/13/2023 8:43,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2023 14:11,12/13/2023 14:23,IP Address,100,761,TRUE,12/13/2023 14:23,anonymous,EN,Yes,More than 10 times a month,3,3,5,4,4,,Yes,More than 10 times a year,3,3,5,1,4,Often combined with traveling to see friends/family or on work trip,,,Yes,,,,,,,,Uganda,Tanzania,Argentina,Colombia,Dominican Republic,Mexico,1,6,4,8,2,3,7,5,9,Cost and distance from home for the amount of time I have for a trip,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",About equally alone and with a group,Moderately important,Slightly important,Very important,Very important,Slightly important,Very important,Extremely important,Slightly important,Slightly important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Bird Fairs,Other (please specify)","ebird searches, bar charts, guide profiles",$100-$200,Very important,Very important,45-54,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",Thanks!  Hope this helps,
12/13/2023 16:43,12/13/2023 17:01,IP Address,100,1103,TRUE,12/13/2023 17:01,anonymous,EN,Yes,1-5 times a month,3,4,5,2,1,,Yes,1-5 times a year,3,2,5,1,4,,,,Yes,,,,,,,9,Solomon Islands,Papua New Guinea,Spain,Canada,Philippines,Indonesia,5,6,4,3,2,1,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Very important,Very important,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Not at all important,Moderately important,Moderately important,Extremely important,"Online search engines,Birdwatching tour company websites,Birdwatching magazines or publications",,$400-$600,Moderately important,Very important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",I always appreciate the opportunity to visit new countries and to see landscapes and biomes. ,
12/7/2023 10:04,12/7/2023 10:07,IP Address,17,207,FALSE,12/14/2023 10:08,anonymous,EN,Yes,6-10 times a month,4,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023 11:04,12/7/2023 11:04,IP Address,3,32,FALSE,12/14/2023 11:05,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023 11:26,12/7/2023 11:36,IP Address,97,615,FALSE,12/14/2023 11:40,anonymous,EN,Yes,More than 10 times a month,,,1,2,,,Yes,1-5 times a year,,,,1,,,,,Yes,,,,,,,6,Iceland,United Kingdom,Netherlands,Japan,Poland,United States,1,2,9,6,5,3,8,4,7,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Moderately important,Moderately important,Moderately important,Moderately important,Very important,Very important,Very important,Not at all important,Slightly important,Moderately important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$200-$400,Slightly important,Moderately important,55-64,Female,,Canada,Bachelor's degree/ Undergraduate degree,,Canada,,,More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
12/7/2023 11:38,12/7/2023 11:39,IP Address,8,68,FALSE,12/14/2023 11:48,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023 11:44,12/7/2023 11:49,IP Address,3,318,FALSE,12/14/2023 11:52,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
